Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name
Laos,19.856270000000002,102.495496,2/9/20,0,0,0,2020-02-09,AS,Asia
Libya,26.3351,17.228331,2/9/20,0,0,0,2020-02-09,AF,Africa
Palestine,31.9522,35.2332,2/9/20,0,0,0,2020-02-09,AS,Asia
Guinea-Bissau,11.8037,-15.1804,2/9/20,0,0,0,2020-02-09,AF,Africa
Mali,17.570692,-3.9961660000000006,2/9/20,0,0,0,2020-02-09,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,64.8255,-124.8457,2/9/20,0,0,0,2020-02-09,NA,North America
Canada,64.2823,-135.0,2/9/20,0,0,0,2020-02-09,NA,North America
Kosovo,42.602636,20.902977,2/9/20,0,0,0,2020-02-09,EU,Europe
Myanmar,21.9162,95.956,2/9/20,0,0,0,2020-02-09,AS,Asia
United Kingdom,18.2206,-63.0686,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,18.4207,-64.64,2/9/20,0,0,0,2020-02-09,EU,Europe
United Kingdom,21.694000000000003,-71.7979,2/9/20,0,0,0,2020-02-09,EU,Europe
MS Zaandam,0.0,0.0,2/9/20,0,0,0,2020-02-09,EU,Europe
Botswana,-22.3285,24.6849,2/9/20,0,0,0,2020-02-09,AF,Africa
Burundi,-3.3731,29.9189,2/9/20,0,0,0,2020-02-09,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,2/9/20,0,0,0,2020-02-09,AF,Africa
Malawi,-13.254307999999998,34.301525,2/9/20,0,0,0,2020-02-09,AF,Africa
United Kingdom,-51.7963,-59.5236,2/9/20,0,0,0,2020-02-09,EU,Europe
France,46.8852,-56.3159,2/9/20,0,0,0,2020-02-09,EU,Europe
South Sudan,6.877000000000001,31.307,2/9/20,0,0,0,2020-02-09,AF,Africa
Western Sahara,24.2155,-12.8858,2/9/20,0,0,0,2020-02-09,AS,Asia
Sao Tome and Principe,0.18636,6.613081,2/9/20,0,0,0,2020-02-09,AF,Africa
Yemen,15.552726999999999,48.516388,2/9/20,0,0,0,2020-02-09,AS,Asia
Comoros,-11.6455,43.3333,2/9/20,0,0,0,2020-02-09,AF,Africa
Tajikistan,38.861034000000004,71.276093,2/9/20,0,0,0,2020-02-09,AS,Asia
Lesotho,-29.609988,28.233608,2/9/20,0,0,0,2020-02-09,AF,Africa
Afghanistan,33.0,65.0,2/10/20,0,0,0,2020-02-10,AS,Asia
Albania,41.1533,20.1683,2/10/20,0,0,0,2020-02-10,EU,Europe
Algeria,28.0339,1.6596,2/10/20,0,0,0,2020-02-10,AF,Africa
Andorra,42.5063,1.5218,2/10/20,0,0,0,2020-02-10,EU,Europe
Angola,-11.2027,17.8739,2/10/20,0,0,0,2020-02-10,AF,Africa
Antigua and Barbuda,17.0608,-61.7964,2/10/20,0,0,0,2020-02-10,NA,North America
Argentina,-38.4161,-63.6167,2/10/20,0,0,0,2020-02-10,SA,South America
Armenia,40.0691,45.0382,2/10/20,0,0,0,2020-02-10,AS,Asia
Australia,-35.4735,149.0124,2/10/20,0,0,0,2020-02-10,OC,Oceania
Australia,-33.8688,151.2093,2/10/20,4,0,2,2020-02-10,OC,Oceania
Australia,-12.4634,130.8456,2/10/20,0,0,0,2020-02-10,OC,Oceania
Australia,-28.0167,153.4,2/10/20,5,0,0,2020-02-10,OC,Oceania
Australia,-34.9285,138.6007,2/10/20,2,0,0,2020-02-10,OC,Oceania
Australia,-41.4545,145.9707,2/10/20,0,0,0,2020-02-10,OC,Oceania
Australia,-37.8136,144.9631,2/10/20,4,0,0,2020-02-10,OC,Oceania
Australia,-31.9505,115.8605,2/10/20,0,0,0,2020-02-10,OC,Oceania
Australia,47.5162,14.5501,2/10/20,0,0,0,2020-02-10,OC,Oceania
Azerbaijan,40.1431,47.5769,2/10/20,0,0,0,2020-02-10,AS,Asia
Bahamas,25.0343,-77.3963,2/10/20,0,0,0,2020-02-10,NA,North America
Bahrain,26.0275,50.55,2/10/20,0,0,0,2020-02-10,AS,Asia
Bangladesh,23.685,90.3563,2/10/20,0,0,0,2020-02-10,AS,Asia
Barbados,13.1939,-59.5432,2/10/20,0,0,0,2020-02-10,NA,North America
United States,53.7098,27.9534,2/10/20,0,0,0,2020-02-10,NA,North America
Belgium,50.8333,4.0,2/10/20,1,0,0,2020-02-10,EU,Europe
Benin,9.3077,2.3158,2/10/20,0,0,0,2020-02-10,AF,Africa
Bhutan,27.5142,90.4336,2/10/20,0,0,0,2020-02-10,AS,Asia
Bolivia,-16.2902,-63.5887,2/10/20,0,0,0,2020-02-10,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,2/10/20,0,0,0,2020-02-10,EU,Europe
Brazil,-14.235,-51.9253,2/10/20,0,0,0,2020-02-10,SA,South America
Brunei,4.5353,114.7277,2/10/20,0,0,0,2020-02-10,AS,Asia
Bulgaria,42.7339,25.4858,2/10/20,0,0,0,2020-02-10,EU,Europe
Burkina Faso,12.2383,-1.5616,2/10/20,0,0,0,2020-02-10,AF,Africa
Cabo Verde,16.5388,-23.0418,2/10/20,0,0,0,2020-02-10,AF,Africa
Cambodia,11.55,104.9167,2/10/20,1,0,0,2020-02-10,AS,Asia
Cameroon,3.8480000000000003,11.5021,2/10/20,0,0,0,2020-02-10,AF,Africa
Canada,53.9333,-116.5765,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,49.2827,-123.1207,2/10/20,4,0,0,2020-02-10,NA,North America
Canada,37.6489,-122.6655,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,53.7609,-98.8139,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,46.5653,-66.4619,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,53.1355,-57.6604,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,44.681999999999995,-63.7443,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,51.2538,-85.3232,2/10/20,3,0,0,2020-02-10,NA,North America
Canada,46.5107,-63.4168,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,52.9399,-73.5491,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,52.9399,-106.4509,2/10/20,0,0,0,2020-02-10,NA,North America
Central African Republic,6.6111,20.9394,2/10/20,0,0,0,2020-02-10,AF,Africa
Chad,15.4542,18.7322,2/10/20,0,0,0,2020-02-10,AF,Africa
Chile,-35.6751,-71.543,2/10/20,0,0,0,2020-02-10,SA,South America
China,31.8257,117.2264,2/10/20,830,3,88,2020-02-10,AS,Asia
China,40.1824,116.4142,2/10/20,337,2,44,2020-02-10,AS,Asia
China,30.0572,107.874,2/10/20,486,2,66,2020-02-10,AS,Asia
China,26.0789,117.9874,2/10/20,261,0,39,2020-02-10,AS,Asia
China,37.8099,101.0583,2/10/20,83,2,17,2020-02-10,AS,Asia
China,23.3417,113.4244,2/10/20,1159,1,167,2020-02-10,AS,Asia
China,23.8298,108.7881,2/10/20,210,1,24,2020-02-10,AS,Asia
China,26.8154,106.8748,2/10/20,109,1,10,2020-02-10,AS,Asia
China,19.1959,109.7453,2/10/20,138,3,19,2020-02-10,AS,Asia
China,39.549,116.1306,2/10/20,218,2,41,2020-02-10,AS,Asia
China,47.861999999999995,127.7615,2/10/20,331,7,30,2020-02-10,AS,Asia
China,33.882,113.61399999999999,2/10/20,1073,6,191,2020-02-10,AS,Asia
China,22.3,114.2,2/10/20,38,1,0,2020-02-10,AS,Asia
China,30.9756,112.2707,2/10/20,31728,974,2222,2020-02-10,AS,Asia
China,27.6104,111.7088,2/10/20,879,1,208,2020-02-10,AS,Asia
China,44.0935,113.9448,2/10/20,58,0,5,2020-02-10,AS,Asia
China,32.9711,119.455,2/10/20,492,0,81,2020-02-10,AS,Asia
China,27.614,115.7221,2/10/20,771,1,105,2020-02-10,AS,Asia
China,43.6661,126.1923,2/10/20,80,1,13,2020-02-10,AS,Asia
China,41.2956,122.6085,2/10/20,108,0,13,2020-02-10,AS,Asia
China,22.1667,113.55,2/10/20,10,0,1,2020-02-10,AS,Asia
China,37.2692,106.1655,2/10/20,49,0,13,2020-02-10,AS,Asia
China,35.7452,95.9956,2/10/20,18,0,3,2020-02-10,AS,Asia
China,35.1917,108.8701,2/10/20,213,0,30,2020-02-10,AS,Asia
China,36.3427,118.1498,2/10/20,466,1,66,2020-02-10,AS,Asia
China,31.201999999999998,121.4491,2/10/20,299,1,48,2020-02-10,AS,Asia
China,37.5777,112.2922,2/10/20,119,0,25,2020-02-10,AS,Asia
China,30.6171,102.7103,2/10/20,405,1,80,2020-02-10,AS,Asia
China,39.3054,117.323,2/10/20,95,1,8,2020-02-10,AS,Asia
China,31.6927,88.0924,2/10/20,1,0,0,2020-02-10,AS,Asia
China,41.1129,85.2401,2/10/20,49,0,0,2020-02-10,AS,Asia
China,24.974,101.48700000000001,2/10/20,149,0,19,2020-02-10,AS,Asia
China,29.1832,120.0934,2/10/20,1092,0,242,2020-02-10,AS,Asia
Colombia,4.5709,-74.2973,2/10/20,0,0,0,2020-02-10,SA,South America
Costa Rica,9.7489,-83.7534,2/10/20,0,0,0,2020-02-10,NA,North America
Croatia,45.1,15.2,2/10/20,0,0,0,2020-02-10,EU,Europe
Cuba,22.0,-80.0,2/10/20,0,0,0,2020-02-10,NA,North America
United States,35.1264,33.4299,2/10/20,0,0,0,2020-02-10,NA,North America
Czechia,49.8175,15.472999999999999,2/10/20,0,0,0,2020-02-10,EU,Europe
Denmark,61.8926,-6.9118,2/10/20,0,0,0,2020-02-10,EU,Europe
Denmark,71.7069,-42.6043,2/10/20,0,0,0,2020-02-10,EU,Europe
Denmark,56.2639,9.5018,2/10/20,0,0,0,2020-02-10,EU,Europe
Djibouti,11.8251,42.5903,2/10/20,0,0,0,2020-02-10,AF,Africa
Dominican Republic,18.7357,-70.1627,2/10/20,0,0,0,2020-02-10,NA,North America
Ecuador,-1.8312,-78.1834,2/10/20,0,0,0,2020-02-10,SA,South America
Egypt,26.0,30.0,2/10/20,0,0,0,2020-02-10,AF,Africa
El Salvador,13.7942,-88.8965,2/10/20,0,0,0,2020-02-10,NA,North America
Equatorial Guinea,1.5,10.0,2/10/20,0,0,0,2020-02-10,AF,Africa
Eritrea,15.1794,39.7823,2/10/20,0,0,0,2020-02-10,AF,Africa
Estonia,58.5953,25.0136,2/10/20,0,0,0,2020-02-10,EU,Europe
Eswatini,-26.5225,31.4659,2/10/20,0,0,0,2020-02-10,AF,Africa
Ethiopia,9.145,40.4897,2/10/20,0,0,0,2020-02-10,AF,Africa
Fiji,-17.7134,178.065,2/10/20,0,0,0,2020-02-10,OC,Oceania
Finland,64.0,26.0,2/10/20,1,0,0,2020-02-10,EU,Europe
France,3.9339,-53.1258,2/10/20,0,0,0,2020-02-10,EU,Europe
France,-17.6797,149.4068,2/10/20,0,0,0,2020-02-10,EU,Europe
France,16.25,-61.5833,2/10/20,0,0,0,2020-02-10,EU,Europe
France,-12.8275,45.1662,2/10/20,0,0,0,2020-02-10,EU,Europe
France,-20.9043,165.618,2/10/20,0,0,0,2020-02-10,EU,Europe
France,-21.1351,55.2471,2/10/20,0,0,0,2020-02-10,EU,Europe
France,17.9,-62.8333,2/10/20,0,0,0,2020-02-10,EU,Europe
France,18.0708,-63.0501,2/10/20,0,0,0,2020-02-10,EU,Europe
France,14.6415,-61.0242,2/10/20,0,0,0,2020-02-10,EU,Europe
France,46.2276,2.2137,2/10/20,11,0,0,2020-02-10,EU,Europe
Gabon,-0.8037,11.6094,2/10/20,0,0,0,2020-02-10,AF,Africa
Gambia,13.4432,-15.3101,2/10/20,0,0,0,2020-02-10,AF,Africa
Georgia,42.3154,43.3569,2/10/20,0,0,0,2020-02-10,AS,Asia
Germany,51.0,9.0,2/10/20,14,0,0,2020-02-10,EU,Europe
Ghana,7.9465,-1.0232,2/10/20,0,0,0,2020-02-10,AF,Africa
Greece,39.0742,21.8243,2/10/20,0,0,0,2020-02-10,EU,Europe
Guatemala,15.7835,-90.2308,2/10/20,0,0,0,2020-02-10,NA,North America
Guinea,9.9456,-9.6966,2/10/20,0,0,0,2020-02-10,AF,Africa
Guyana,5.0,-58.75,2/10/20,0,0,0,2020-02-10,SA,South America
Haiti,18.9712,-72.2852,2/10/20,0,0,0,2020-02-10,NA,North America
Honduras,15.2,-86.2419,2/10/20,0,0,0,2020-02-10,NA,North America
Hungary,47.1625,19.5033,2/10/20,0,0,0,2020-02-10,EU,Europe
Iceland,64.9631,-19.0208,2/10/20,0,0,0,2020-02-10,EU,Europe
India,21.0,78.0,2/10/20,3,0,0,2020-02-10,AS,Asia
Indonesia,-0.7893,113.9213,2/10/20,0,0,0,2020-02-10,AS,Asia
Iran,32.0,53.0,2/10/20,0,0,0,2020-02-10,AS,Asia
Iraq,33.0,44.0,2/10/20,0,0,0,2020-02-10,AS,Asia
Ireland,53.1424,-7.6921,2/10/20,0,0,0,2020-02-10,EU,Europe
Israel,31.0,35.0,2/10/20,0,0,0,2020-02-10,AS,Asia
Italy,43.0,12.0,2/10/20,3,0,0,2020-02-10,EU,Europe
Jamaica,18.1096,-77.2975,2/10/20,0,0,0,2020-02-10,NA,North America
Japan,36.0,138.0,2/10/20,26,0,4,2020-02-10,AS,Asia
Jordan,31.24,36.51,2/10/20,0,0,0,2020-02-10,AS,Asia
Kazakhstan,48.0196,66.9237,2/10/20,0,0,0,2020-02-10,AS,Asia
Kenya,-0.0236,37.9062,2/10/20,0,0,0,2020-02-10,AF,Africa
South Korea,36.0,128.0,2/10/20,27,0,3,2020-02-10,AS,Asia
Kuwait,29.5,47.75,2/10/20,0,0,0,2020-02-10,AS,Asia
Kyrgyzstan,41.2044,74.7661,2/10/20,0,0,0,2020-02-10,AS,Asia
Latvia,56.8796,24.6032,2/10/20,0,0,0,2020-02-10,EU,Europe
Lebanon,33.8547,35.8623,2/10/20,0,0,0,2020-02-10,AS,Asia
Liberia,6.4281,-9.4295,2/10/20,0,0,0,2020-02-10,AF,Africa
Liechtenstein,47.14,9.55,2/10/20,0,0,0,2020-02-10,EU,Europe
Lithuania,55.1694,23.8813,2/10/20,0,0,0,2020-02-10,EU,Europe
Luxembourg,49.8153,6.1296,2/10/20,0,0,0,2020-02-10,EU,Europe
Madagascar,-18.7669,46.8691,2/10/20,0,0,0,2020-02-10,AF,Africa
Malaysia,2.5,112.5,2/10/20,18,0,1,2020-02-10,AS,Asia
Maldives,3.2028,73.2207,2/10/20,0,0,0,2020-02-10,AS,Asia
Malta,35.9375,14.3754,2/10/20,0,0,0,2020-02-10,EU,Europe
Mauritania,21.0079,10.9408,2/10/20,0,0,0,2020-02-10,AF,Africa
Mauritius,-20.2,57.5,2/10/20,0,0,0,2020-02-10,AF,Africa
Mexico,23.6345,-102.5528,2/10/20,0,0,0,2020-02-10,NA,North America
Moldova,47.4116,28.3699,2/10/20,0,0,0,2020-02-10,EU,Europe
Monaco,43.7333,7.4167,2/10/20,0,0,0,2020-02-10,EU,Europe
Mongolia,46.8625,103.8467,2/10/20,0,0,0,2020-02-10,AS,Asia
Montenegro,42.5,19.3,2/10/20,0,0,0,2020-02-10,EU,Europe
Morocco,31.7917,-7.0926,2/10/20,0,0,0,2020-02-10,AF,Africa
Namibia,-22.9576,18.4904,2/10/20,0,0,0,2020-02-10,AF,Africa
Nepal,28.1667,84.25,2/10/20,1,0,0,2020-02-10,AS,Asia
Netherlands,12.5186,-70.0358,2/10/20,0,0,0,2020-02-10,EU,Europe
Netherlands,12.1696,-68.99,2/10/20,0,0,0,2020-02-10,EU,Europe
Netherlands,18.0425,-63.0548,2/10/20,0,0,0,2020-02-10,EU,Europe
Netherlands,52.1326,5.2913,2/10/20,0,0,0,2020-02-10,EU,Europe
New Zealand,-40.9006,174.886,2/10/20,0,0,0,2020-02-10,OC,Oceania
Nicaragua,12.8654,-85.2072,2/10/20,0,0,0,2020-02-10,NA,North America
Niger,17.6078,8.0817,2/10/20,0,0,0,2020-02-10,AF,Africa
Nigeria,9.082,8.6753,2/10/20,0,0,0,2020-02-10,AF,Africa
North Macedonia,41.6086,21.7453,2/10/20,0,0,0,2020-02-10,EU,Europe
Norway,60.472,8.4689,2/10/20,0,0,0,2020-02-10,EU,Europe
Oman,21.0,57.0,2/10/20,0,0,0,2020-02-10,AS,Asia
Pakistan,30.3753,69.3451,2/10/20,0,0,0,2020-02-10,AS,Asia
Panama,8.538,-80.7821,2/10/20,0,0,0,2020-02-10,NA,North America
Papua New Guinea,-6.315,143.9555,2/10/20,0,0,0,2020-02-10,OC,Oceania
Paraguay,-23.4425,-58.4438,2/10/20,0,0,0,2020-02-10,SA,South America
Peru,-9.19,-75.0152,2/10/20,0,0,0,2020-02-10,SA,South America
Philippines,13.0,122.0,2/10/20,3,1,0,2020-02-10,AS,Asia
Poland,51.9194,19.1451,2/10/20,0,0,0,2020-02-10,EU,Europe
Portugal,39.3999,-8.2245,2/10/20,0,0,0,2020-02-10,EU,Europe
Qatar,25.3548,51.1839,2/10/20,0,0,0,2020-02-10,AS,Asia
Romania,45.9432,24.9668,2/10/20,0,0,0,2020-02-10,EU,Europe
Russia,60.0,90.0,2/10/20,2,0,0,2020-02-10,EU,Europe
Rwanda,-1.9403,29.8739,2/10/20,0,0,0,2020-02-10,AF,Africa
Saint Lucia,13.9094,-60.9789,2/10/20,0,0,0,2020-02-10,NA,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,2/10/20,0,0,0,2020-02-10,NA,North America
San Marino,43.9424,12.4578,2/10/20,0,0,0,2020-02-10,EU,Europe
Saudi Arabia,24.0,45.0,2/10/20,0,0,0,2020-02-10,AS,Asia
Senegal,14.4974,-14.4524,2/10/20,0,0,0,2020-02-10,AF,Africa
Serbia,44.0165,21.0059,2/10/20,0,0,0,2020-02-10,EU,Europe
Seychelles,-4.6796,55.492,2/10/20,0,0,0,2020-02-10,AF,Africa
Singapore,1.2833,103.8333,2/10/20,45,0,2,2020-02-10,AS,Asia
Slovakia,48.669,19.699,2/10/20,0,0,0,2020-02-10,EU,Europe
Slovenia,46.1512,14.9955,2/10/20,0,0,0,2020-02-10,EU,Europe
Somalia,5.1521,46.1996,2/10/20,0,0,0,2020-02-10,AF,Africa
South Africa,-30.5595,22.9375,2/10/20,0,0,0,2020-02-10,AF,Africa
Spain,40.0,-4.0,2/10/20,2,0,0,2020-02-10,EU,Europe
Sri Lanka,7.0,81.0,2/10/20,1,0,1,2020-02-10,AS,Asia
Sudan,12.8628,30.2176,2/10/20,0,0,0,2020-02-10,AF,Africa
Suriname,3.9193,-56.0278,2/10/20,0,0,0,2020-02-10,SA,South America
Sweden,63.0,16.0,2/10/20,1,0,0,2020-02-10,EU,Europe
Switzerland,46.8182,8.2275,2/10/20,0,0,0,2020-02-10,EU,Europe
Tanzania,-6.369,34.8888,2/10/20,0,0,0,2020-02-10,AF,Africa
Thailand,15.0,101.0,2/10/20,32,0,10,2020-02-10,AS,Asia
Togo,8.6195,0.8248,2/10/20,0,0,0,2020-02-10,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,2/10/20,0,0,0,2020-02-10,NA,North America
Tunisia,34.0,9.0,2/10/20,0,0,0,2020-02-10,AF,Africa
Turkey,38.9637,35.2433,2/10/20,0,0,0,2020-02-10,AS,Asia
Uganda,1.0,32.0,2/10/20,0,0,0,2020-02-10,AF,Africa
Ukraine,48.3794,31.1656,2/10/20,0,0,0,2020-02-10,EU,Europe
United Arab Emirates,24.0,54.0,2/10/20,8,0,0,2020-02-10,AS,Asia
United Kingdom,32.3078,-64.7505,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,19.3133,-81.2546,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,49.3723,-2.3644,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,36.1408,-5.3536,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,54.2361,-4.5481,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,16.7425,-62.1874,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,2/10/20,8,0,0,2020-02-10,EU,Europe
Uruguay,-32.5228,-55.7658,2/10/20,0,0,0,2020-02-10,SA,South America
United States,37.0902,-95.7129,2/10/20,11,0,3,2020-02-10,NA,North America
Uzbekistan,41.3775,64.5853,2/10/20,0,0,0,2020-02-10,AS,Asia
Venezuela,6.4238,-66.5897,2/10/20,0,0,0,2020-02-10,SA,South America
Vietnam,16.0,108.0,2/10/20,14,0,1,2020-02-10,AS,Asia
Zambia,-15.4167,28.2833,2/10/20,0,0,0,2020-02-10,AF,Africa
Zimbabwe,-20.0,30.0,2/10/20,0,0,0,2020-02-10,AF,Africa
Canada,0.0,0.0,2/10/20,0,0,0,2020-02-10,NA,North America
Dominica,15.415,-61.371,2/10/20,0,0,0,2020-02-10,NA,North America
Grenada,12.1165,-61.678999999999995,2/10/20,0,0,0,2020-02-10,NA,North America
Mozambique,-18.665695,35.529562,2/10/20,0,0,0,2020-02-10,AF,Africa
Syria,34.802075,38.996815000000005,2/10/20,0,0,0,2020-02-10,AS,Asia
Timor-Leste,-8.874217,125.727539,2/10/20,0,0,0,2020-02-10,AS,Asia
Belize,13.1939,-59.5432,2/10/20,0,0,0,2020-02-10,NA,North America
Laos,19.856270000000002,102.495496,2/10/20,0,0,0,2020-02-10,AS,Asia
Libya,26.3351,17.228331,2/10/20,0,0,0,2020-02-10,AF,Africa
Palestine,31.9522,35.2332,2/10/20,0,0,0,2020-02-10,AS,Asia
Guinea-Bissau,11.8037,-15.1804,2/10/20,0,0,0,2020-02-10,AF,Africa
Mali,17.570692,-3.9961660000000006,2/10/20,0,0,0,2020-02-10,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,64.8255,-124.8457,2/10/20,0,0,0,2020-02-10,NA,North America
Canada,64.2823,-135.0,2/10/20,0,0,0,2020-02-10,NA,North America
Kosovo,42.602636,20.902977,2/10/20,0,0,0,2020-02-10,EU,Europe
Myanmar,21.9162,95.956,2/10/20,0,0,0,2020-02-10,AS,Asia
United Kingdom,18.2206,-63.0686,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,18.4207,-64.64,2/10/20,0,0,0,2020-02-10,EU,Europe
United Kingdom,21.694000000000003,-71.7979,2/10/20,0,0,0,2020-02-10,EU,Europe
MS Zaandam,0.0,0.0,2/10/20,0,0,0,2020-02-10,EU,Europe
Botswana,-22.3285,24.6849,2/10/20,0,0,0,2020-02-10,AF,Africa
Burundi,-3.3731,29.9189,2/10/20,0,0,0,2020-02-10,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,2/10/20,0,0,0,2020-02-10,AF,Africa
Malawi,-13.254307999999998,34.301525,2/10/20,0,0,0,2020-02-10,AF,Africa
United Kingdom,-51.7963,-59.5236,2/10/20,0,0,0,2020-02-10,EU,Europe
France,46.8852,-56.3159,2/10/20,0,0,0,2020-02-10,EU,Europe
South Sudan,6.877000000000001,31.307,2/10/20,0,0,0,2020-02-10,AF,Africa
Western Sahara,24.2155,-12.8858,2/10/20,0,0,0,2020-02-10,AS,Asia
Sao Tome and Principe,0.18636,6.613081,2/10/20,0,0,0,2020-02-10,AF,Africa
Yemen,15.552726999999999,48.516388,2/10/20,0,0,0,2020-02-10,AS,Asia
Comoros,-11.6455,43.3333,2/10/20,0,0,0,2020-02-10,AF,Africa
Tajikistan,38.861034000000004,71.276093,2/10/20,0,0,0,2020-02-10,AS,Asia
Lesotho,-29.609988,28.233608,2/10/20,0,0,0,2020-02-10,AF,Africa
Afghanistan,33.0,65.0,2/11/20,0,0,0,2020-02-11,AS,Asia
Albania,41.1533,20.1683,2/11/20,0,0,0,2020-02-11,EU,Europe
Algeria,28.0339,1.6596,2/11/20,0,0,0,2020-02-11,AF,Africa
Andorra,42.5063,1.5218,2/11/20,0,0,0,2020-02-11,EU,Europe
Angola,-11.2027,17.8739,2/11/20,0,0,0,2020-02-11,AF,Africa
Antigua and Barbuda,17.0608,-61.7964,2/11/20,0,0,0,2020-02-11,NA,North America
Argentina,-38.4161,-63.6167,2/11/20,0,0,0,2020-02-11,SA,South America
Armenia,40.0691,45.0382,2/11/20,0,0,0,2020-02-11,AS,Asia
Australia,-35.4735,149.0124,2/11/20,0,0,0,2020-02-11,OC,Oceania
Australia,-33.8688,151.2093,2/11/20,4,0,2,2020-02-11,OC,Oceania
Australia,-12.4634,130.8456,2/11/20,0,0,0,2020-02-11,OC,Oceania
Australia,-28.0167,153.4,2/11/20,5,0,0,2020-02-11,OC,Oceania
Australia,-34.9285,138.6007,2/11/20,2,0,0,2020-02-11,OC,Oceania
Australia,-41.4545,145.9707,2/11/20,0,0,0,2020-02-11,OC,Oceania
Australia,-37.8136,144.9631,2/11/20,4,0,0,2020-02-11,OC,Oceania
Australia,-31.9505,115.8605,2/11/20,0,0,0,2020-02-11,OC,Oceania
Australia,47.5162,14.5501,2/11/20,0,0,0,2020-02-11,OC,Oceania
Azerbaijan,40.1431,47.5769,2/11/20,0,0,0,2020-02-11,AS,Asia
Bahamas,25.0343,-77.3963,2/11/20,0,0,0,2020-02-11,NA,North America
Bahrain,26.0275,50.55,2/11/20,0,0,0,2020-02-11,AS,Asia
Bangladesh,23.685,90.3563,2/11/20,0,0,0,2020-02-11,AS,Asia
Barbados,13.1939,-59.5432,2/11/20,0,0,0,2020-02-11,NA,North America
United States,53.7098,27.9534,2/11/20,0,0,0,2020-02-11,NA,North America
Belgium,50.8333,4.0,2/11/20,1,0,0,2020-02-11,EU,Europe
Benin,9.3077,2.3158,2/11/20,0,0,0,2020-02-11,AF,Africa
Bhutan,27.5142,90.4336,2/11/20,0,0,0,2020-02-11,AS,Asia
Bolivia,-16.2902,-63.5887,2/11/20,0,0,0,2020-02-11,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,2/11/20,0,0,0,2020-02-11,EU,Europe
Brazil,-14.235,-51.9253,2/11/20,0,0,0,2020-02-11,SA,South America
Brunei,4.5353,114.7277,2/11/20,0,0,0,2020-02-11,AS,Asia
Bulgaria,42.7339,25.4858,2/11/20,0,0,0,2020-02-11,EU,Europe
Burkina Faso,12.2383,-1.5616,2/11/20,0,0,0,2020-02-11,AF,Africa
Cabo Verde,16.5388,-23.0418,2/11/20,0,0,0,2020-02-11,AF,Africa
Cambodia,11.55,104.9167,2/11/20,1,0,0,2020-02-11,AS,Asia
Cameroon,3.8480000000000003,11.5021,2/11/20,0,0,0,2020-02-11,AF,Africa
Canada,53.9333,-116.5765,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,49.2827,-123.1207,2/11/20,4,0,0,2020-02-11,NA,North America
Canada,37.6489,-122.6655,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,53.7609,-98.8139,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,46.5653,-66.4619,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,53.1355,-57.6604,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,44.681999999999995,-63.7443,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,51.2538,-85.3232,2/11/20,3,0,0,2020-02-11,NA,North America
Canada,46.5107,-63.4168,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,52.9399,-73.5491,2/11/20,0,0,0,2020-02-11,NA,North America
Canada,52.9399,-106.4509,2/11/20,0,0,0,2020-02-11,NA,North America
Central African Republic,6.6111,20.9394,2/11/20,0,0,0,2020-02-11,AF,Africa
Chad,15.4542,18.7322,2/11/20,0,0,0,2020-02-11,AF,Africa
Chile,-35.6751,-71.543,2/11/20,0,0,0,2020-02-11,SA,South America
China,31.8257,117.2264,2/11/20,860,4,105,2020-02-11,AS,Asia
